sep=,
="USER_NAME",="SOFTWARE_VERSION",="JIGA_FIRMWARE_VERSION",="DATE",="START_TIME",="END_TIME",="DEVICE_MODEL",="ALL_ENABLED_TESTS_STATUS",="SERIAL_NUMBER_STATUS",="SERIAL_NUMBER_VALUE",="LoRa_ID_STATUS",="LoRa_ID_VALUE",="POWER_TEST",="POWER_VALUE (mW)",="V1_TEST",="V1_VALUE (mV)",="V2_TEST",="V2_VALUE (mV)",="V3_TEST",="V3_VALUE (mV)",="V4_TEST",="V4_VALUE (mV)",="V5_TEST",="V5_VALUE (mV)",="UART_TEST",="FIRMWARE_VERSION_TEST",="FIRMWARE_VERSION_VALUE",="GPIO_TEST",="GPIO_JIGA_STATE_1",="GPIO_DUT_STATE_1",="GPIO_JIGA_STATE_2",="GPIO_DUT_STATE_2",="ADC_TEST",="ADC_VALUE (mV)",="G-SENSOR_TEST",="G-SENSOR_X_AXIS",="G-SENSOR_Y_AXIS",="G-SENSOR_Z_AXIS",="LoRa_TEST",="LoRa_channel",="LoRa_DUT_RX_DATA",="LoRa_DUT_TX_DATA",="LoRa_DUT_RSSI",="LoRa_DUT_SNR",="LoRa_JIGA_RX_DATA",="LoRa_JIGA_TX_DATA",="LoRa_JIGA_RSSI",="LoRa_JIGA_SNR",="1-WIRE_TEST",="1-WIRE_VALUE",="GSM_TEST",="GSM_CSQ_RSSI",="GSM_CSQ_BER",="GSM_IMEI",="GSM_ICCID",="GSM_NETWORK_PROVIDER",="GPS_TEST",="GPS_QUALITY_INDICATOR",="GPS_SATELLITES_USED",="GPS_HDOP",="SIM_CARD_TEST",="SIM_CARD_ICCID",="SIM_CARD_NETWORK_PROVIDER",="SETUP_DOWNLOAD",="SETUP_HASH",="LoRa_APP_EUI_STATUS",="LoRa_APP_EUI_VALUE",="LoRa_APP_SESSION_KEY_STATUS",="LORA_APP_SESSION_KEY_VALUE",="LoRa_DEV_ADDRESS_STATUS",="LoRa_DEV_ADDRESS_VALUE",="LoRa_DEV_EUI_STATUS",="LoRa_DEV_EUI_VALUE",="LoRa_NTWK_SESSION_KEY_STATUS",="LoRa_NTWK_SESSION_KEY_VALUE",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="21:07:52",="21:12:39",="RI-0352",="PASS",="PASS",="25121716",="PASS",="5121716",="PASS",="502",="PASS",="10473",="PASS",="5312",="PASS",="4316",="PASS",="3237",="PASS",="1782",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11778",="PASS",="93",="86",="5",="PASS",="904000",="288631967",="1248543086",="-73",="10",="1248543086",="288631967",="-33",="11",="PASS",="519398710E64FF28",="PASS",="29",="99",="863238071143954",="89551080357045139790",="Vivo",="PASS",="2",="15",="0.67",="PASS",="89550531460000550097",="Claro",="PASS",="-",="PASS",="A3FADD03C0F7D6B6",="PASS",="C82A7D5A0E8AC6303451645CDF297956",="PASS",="1FFB0C27",="PASS",="00005C87D8D05D6C",="PASS",="4EBACDC0849D436D4004766B6B340F25",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="21:12:53",="21:18:05",="RI-0352",="PASS",="PASS",="25122043",="PASS",="5122043",="PASS",="806",="PASS",="10409",="PASS",="5302",="PASS",="4335",="PASS",="3242",="PASS",="2099",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11460",="PASS",="90",="90",="0",="PASS",="904000",="538416507",="55241620",="-71",="11",="55241620",="538416507",="-35",="11",="PASS",="519398710E64FF28",="PASS",="27",="99",="863238071140653",="89551080357045139790",="Vivo",="PASS",="1",="16",="0.64",="PASS",="89550531460000544686",="Claro",="PASS",="-",="PASS",="84446D71AF8B38CB",="PASS",="479BB4A738112FF4D558BBB509387FFA",="PASS",="DEEEC50D",="PASS",="00005C87D8D05D11",="PASS",="01026186D217547557879A5EFD25CDD8",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="21:18:18",="21:24:01",="RI-0352",="PASS",="PASS",="25121906",="PASS",="5121906",="PASS",="1038",="PASS",="10441",="PASS",="5292",="PASS",="4326",="PASS",="3242",="PASS",="1767",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11571",="PASS",="90",="90",="0",="PASS",="904000",="1208771124",="265234169",="-77",="11",="265234169",="1208771124",="-39",="11",="PASS",="519398710E64FF28",="PASS",="28",="99",="863238071264917",="89551080357045139790",="Vivo",="PASS",="1",="15",="0.73",="PASS",="89550531460000544652",="Claro",="PASS",="-",="PASS",="D32055E5BE72E32D",="PASS",="520855ADCD5DDB8408CFDC11495F684F",="PASS",="55E2AE15",="PASS",="00005C87D8D05703",="PASS",="C97BCE1DA16C8F2B3EF87510FF2EF02E",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="21:24:32",="21:26:12",="RI-0352",="FAIL",="PASS",="25122038",="PASS",="5122038",="PASS",="652",="PASS",="10344",="PASS",="5273",="PASS",="4291",="PASS",="3271",="PASS",="1796",="PASS",="PASS",="v0.5.28",="FAIL",="1100",="01000",="1111",="",="-",="0",="-",="0",="0",="0",="-",="904000",="",="",="0",="0",="",="",="0",="0",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="00005C87D8D055CD",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="21:27:07",="21:28:19",="RI-0352",="FAIL",="PASS",="25121912",="PASS",="5121912",="PASS",="784",="PASS",="10409",="PASS",="5312",="PASS",="4316",="PASS",="3237",="PASS",="1772",="PASS",="PASS",="v0.5.28",="FAIL",="1100",="01000",="0111",="",="-",="0",="-",="0",="0",="0",="-",="904000",="",="",="0",="0",="",="",="0",="0",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="00005C87D8D055A3",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="21:28:36",="21:32:42",="RI-0352",="PASS",="PASS",="25122026",="PASS",="5122026",="PASS",="878",="PASS",="10473",="PASS",="5283",="PASS",="4321",="PASS",="3251",="PASS",="1772",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11515",="PASS",="93",="90",="3",="PASS",="904000",="282346615",="594369888",="-75",="11",="594369888",="282346615",="-30",="10",="PASS",="519398710E64FF28",="PASS",="28",="99",="863238071292967",="89551080357045139790",="Vivo",="PASS",="1",="17",="0.60",="PASS",="89550531460000544629",="Claro",="PASS",="-",="PASS",="653F945DBEA9C916",="PASS",="D23E6347B1F1322879A667B53C5F8C5D",="PASS",="B0EEC1C5",="PASS",="00005C87D8D056ED",="PASS",="7770F92E6572DBA4BEE3419309A1A3B4",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="21:33:04",="21:34:30",="RI-0352",="FAIL",="PASS",="25122038",="PASS",="5122038",="PASS",="1510",="PASS",="10409",="PASS",="5283",="PASS",="4291",="PASS",="3276",="PASS",="1787",="PASS",="PASS",="v0.5.28",="FAIL",="1100",="01000",="0111",="",="-",="0",="-",="0",="0",="0",="-",="904000",="",="",="0",="0",="",="",="0",="0",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="00005C87D8D055CD",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="21:35:17",="21:38:23",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="904000",="",="",="0",="0",="",="",="0",="0",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="21:38:52",="21:52:18",="RI-0352",="PASS",="PASS",="25121823",="PASS",="5121823",="PASS",="324",="PASS",="10473",="PASS",="5312",="PASS",="4301",="PASS",="3242",="PASS",="1772",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11654",="PASS",="90",="93",="3",="PASS",="904000",="2064348952",="1946554603",="-78",="11",="1946554603",="2064348952",="-34",="10",="PASS",="519398710E64FF28",="PASS",="27",="99",="863238071270260",="89551080357045139790",="Vivo",="PASS",="2",="24",="0.51",="PASS",="89550531460000549651",="Claro",="PASS",="-",="PASS",="C50758237721B979",="PASS",="4108A9DA9D473A0FE2E081D7FE186FB2",="PASS",="94BEB633",="PASS",="00005C87D8D056E4",="PASS",="EA87B5EAB919AA1B541D451C06AEC30E",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="21:53:05",="21:57:45",="RI-0352",="PASS",="PASS",="25121912",="PASS",="5121912",="PASS",="478",="PASS",="10409",="PASS",="5322",="PASS",="4311",="PASS",="3242",="PASS",="1772",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11681",="PASS",="90",="93",="3",="PASS",="904000",="399486165",="1463366733",="-76",="11",="1463366733",="399486165",="-31",="11",="PASS",="519398710E64FF28",="PASS",="27",="99",="863238071249751",="89551080357045139790",="Vivo",="PASS",="1",="15",="0.70",="PASS",="89550531460000550188",="Claro",="PASS",="-",="PASS",="00CA4D9B0E07427B",="PASS",="00A4B546A882E382D79A5F05C6B0E3B4",="PASS",="2F7C6E9E",="PASS",="00005C87D8D055A3",="PASS",="5C304EFD592EA796D7BC874CABAC70C0",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="21:57:56",="22:04:01",="RI-0352",="PASS",="PASS",="25121443",="PASS",="5121443",="PASS",="720",="PASS",="10280",="PASS",="5361",="PASS",="4331",="PASS",="3251",="PASS",="1767",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11557",="PASS",="90",="90",="0",="PASS",="904000",="1830749315",="1552501025",="-75",="11",="1552501025",="1830749315",="-37",="11",="PASS",="519398710E64FF28",="PASS",="26",="99",="863238071147526",="89551080357045139790",="Vivo",="PASS",="1",="18",="0.59",="PASS",="89550531460000550089",="Claro",="PASS",="-",="PASS",="FCEE8BC2D3497261",="PASS",="54F3CDA016B087188A52088B8A2264C3",="PASS",="E064FB81",="PASS",="00005C87D8D05D68",="PASS",="D6514887317964F14A499D8405CFDB49",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="22:04:13",="22:09:18",="RI-0352",="PASS",="PASS",="25121933",="PASS",="5121933",="PASS",="750",="PASS",="10409",="PASS",="5302",="PASS",="4331",="PASS",="3256",="PASS",="1787",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11405",="PASS",="90",="90",="0",="PASS",="904000",="1344516003",="146968355",="-77",="11",="146968355",="1344516003",="-33",="10",="PASS",="519398710E64FF28",="PASS",="28",="99",="863238071270302",="89551080357045139790",="Vivo",="PASS",="2",="11",="0.90",="PASS",="89550531460000545261",="Claro",="PASS",="-",="PASS",="D98B292583FC8CA4",="PASS",="F6236BD47C9AADFB98534C23B0EFBB36",="PASS",="5E0B90C5",="PASS",="00005C87D8D055C4",="PASS",="918CCB61F5EE60DDB8885BCD0E0B94A3",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="22:09:41",="22:22:48",="RI-0352",="FAIL",="PASS",="25121696",="PASS",="5121696",="PASS",="304",="PASS",="10473",="PASS",="5283",="PASS",="4316",="PASS",="3251",="PASS",="1762",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11557",="PASS",="93",="93",="5",="PASS",="904000",="1783808624",="1235082277",="-77",="11",="1235082277",="1783808624",="-35",="11",="PASS",="519398710E64FF28",="TIMEOUT",="0",="0",="863238071275723",="89551080357045139790",="Vivo",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="00005C87D8D00B80",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="22:24:28",="22:30:49",="RI-0352",="FAIL",="PASS",="25121696",="PASS",="5121696",="PASS",="648",="PASS",="10441",="PASS",="5292",="PASS",="4321",="PASS",="3256",="PASS",="1972",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11543",="PASS",="90",="93",="3",="PASS",="904000",="1251841356",="706792604",="-77",="11",="706792604",="1251841356",="-36",="11",="PASS",="519398710E64FF28",="PASS",="27",="99",="863238071275723",="89551080357045139790",="Vivo",="PASS",="2",="18",="0.61",="PASS",="89550531460000550204",="Claro",="FAIL",="-",="-",="",="-",="",="-",="",="PASS",="00005C87D8D00B80",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="22:31:25",="22:42:38",="RI-0352",="FAIL",="PASS",="25122106",="PASS",="5122106",="PASS",="308",="PASS",="10473",="PASS",="5322",="PASS",="4311",="PASS",="3251",="PASS",="1767",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11557",="PASS",="93",="93",="4",="PASS",="904000",="278610827",="138909885",="-75",="11",="138909885",="278610827",="-39",="10",="PASS",="519398710E64FF28",="TIMEOUT",="0",="0",="863238071273512",="89551080357045139790",="Vivo",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="00005C87D8D05AFB",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="22:47:21",="22:53:01",="RI-0352",="PASS",="PASS",="25122106",="PASS",="5122106",="PASS",="600",="PASS",="10376",="PASS",="5322",="PASS",="4311",="PASS",="3256",="PASS",="1777",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11488",="PASS",="93",="93",="5",="PASS",="904000",="1593132524",="1823942430",="-74",="12",="1823942430",="1593132524",="-40",="11",="PASS",="519398710E64FF28",="PASS",="26",="99",="863238071273512",="89551080357045139790",="Vivo",="PASS",="1",="16",="0.69",="PASS",="89550531460000540452",="Claro",="PASS",="-",="PASS",="612CC0827C42A0BA",="PASS",="78FEFE9E72B2DF2C7841A94F4B7C2722",="PASS",="10ED7E17",="PASS",="00005C87D8D05AFB",="PASS",="E91337C2CEACE2FCB890D9DF392A0B1D",
