sep=,
="DATE",="START_TIME",="END_TIME",="USER_NAME",="DEVICE_MODEL",="ALL_ENABLED_TESTS_STATUS",="SERIAL_NUMBER_STATUS",="SERIAL_NUMBER_VALUE",="LoRa_ID_STATUS",="LoRa_ID_VALUE",="POWER_TEST",="POWER_VALUE (mW)",="V1_TEST",="V1_VALUE (mV)",="V2_TEST",="V2_VALUE (mV)",="V3_TEST",="V3_VALUE (mV)",="V4_TEST",="V4_VALUE (mV)",="V5_TEST",="V5_VALUE (mV)",="UART_TEST",="FIRMWARE_VERSION_TEST",="FIRMWARE_VERSION_VALUE",="GPIO_TEST",="GPIO_JIGA_STATE_1",="GPIO_DUT_STATE_1",="GPIO_JIGA_STATE_2",="GPIO_DUT_STATE_2",="ADC_TEST",="ADC_VALUE (mV)",="G-SENSOR_TEST",="G-SENSOR_X_AXIS",="G-SENSOR_Y_AXIS",="G-SENSOR_Z_AXIS",="LoRa_TEST",="LoRa_channel",="LoRa_DUT_RX_DATA",="LoRa_DUT_TX_DATA",="LoRa_DUT_RSSI",="LoRa_DUT_SNR",="LoRa_JIGA_RX_DATA",="LoRa_JIGA_TX_DATA",="LoRa_JIGA_RSSI",="LoRa_JIGA_SNR",="CAN_TEST",="CAN_BIT_RATE",="CAN_DUT_RX_DATA",="CAN_DUT_TX_DATA",="CAN_JIGA_RX_DATA",="CAN_JIGA_TX_DATA",="1-WIRE_TEST",="1-WIRE_VALUE",="GSM_TEST",="GSM_CSQ_RSSI",="GSM_CSQ_BER",="GSM_IMEI",="GSM_ICCID",="GSM_NETWORK_PROVIDER",="GPS_TEST",="GPS_QUALITY_INDICATOR",="GPS_SATELLITES_USED",="GPS_HDOP",="SIM_CARD_TEST",="SIM_CARD_ICCID",="SIM_CARD_NETWORK_PROVIDER",="SETUP_DOWNLOAD",="SETUP_HASH",="LoRa_APP_EUI_STATUS",="LoRa_APP_EUI_VALUE",="LoRa_APP_SESSION_KEY_STATUS",="LORA_APP_SESSION_KEY_VALUE",="LoRa_DEV_ADDRESS_STATUS",="LoRa_DEV_ADDRESS_VALUE",="LoRa_DEV_EUI_STATUS",="LoRa_DEV_EUI_VALUE",="LoRa_NTWK_SESSION_KEY_STATUS",="LoRa_NTWK_SESSION_KEY_VALUE",
="2024-08-20",="10:02:18",="10:05:32",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-08-20",="10:06:24",="10:15:07",="hi-mix",="RI-0352",="FAIL",="PASS",="25107738",="PASS",="5107738",="PASS",="390",="PASS",="10538",="PASS",="5341",="PASS",="4365",="PASS",="3261",="PASS",="1787",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11585",="-",="0",="0",="0",="PASS",="906000",="1007636746",="149214591",="-71",="8",="149214591",="1007636746",="-36",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="27",="99",="869671072648270",="89551080357045298158",="Vivo",="FAIL",="2",="15",="0.74",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014C195",="-",="",
="2024-08-20",="10:16:48",="10:24:27",="hi-mix",="RI-0352",="PASS",="PASS",="25108255",="PASS",="5108255",="PASS",="488",="PASS",="10473",="PASS",="5332",="PASS",="4345",="PASS",="3276",="PASS",="1811",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11612",="-",="0",="0",="0",="PASS",="906000",="2087309426",="622239814",="-73",="10",="622239814",="2087309426",="-36",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="29",="99",="865413056315889",="89551080357045298158",="Vivo",="PASS",="2",="15",="0.69",="PASS",="89550537420005750609",="Claro",="PASS",="-",="PASS",="A82C85797A8A90F0",="PASS",="A7DF425CC86EF02A471D2FB424AD6D0C",="PASS",="086A0F60",="PASS",="000516800014D56E",="PASS",="2CBF2AF3DF57CEB8F6E397186D7A00F4",
="2024-08-20",="10:25:06",="10:33:29",="hi-mix",="RI-0352",="PASS",="PASS",="25108299",="PASS",="5108299",="PASS",="754",="PASS",="10473",="PASS",="5371",="PASS",="4394",="PASS",="3310",="PASS",="1811",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11626",="-",="0",="0",="0",="PASS",="906000",="597844914",="2011770642",="-73",="11",="2011770642",="597844914",="-35",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="27",="99",="865413056315806",="89551080357045298158",="Vivo",="PASS",="2",="14",="0.72",="PASS",="89550537420005750591",="Claro",="PASS",="-",="PASS",="3E144D70B2A0C29A",="PASS",="9BA25206DCDC572F33201F724968235F",="PASS",="A5F47D91",="PASS",="000516800014D14C",="PASS",="D331DF5FCAF72A0BF2BB74B19BF1EE61",
="2024-08-20",="10:33:55",="10:40:04",="hi-mix",="RI-0352",="FAIL",="PASS",="25108360",="PASS",="5108360",="PASS",="508",="PASS",="10570",="PASS",="5302",="PASS",="4370",="PASS",="3266",="PASS",="1782",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11585",="-",="0",="0",="0",="PASS",="906000",="103397588",="24095088",="-75",="9",="24095088",="103397588",="-34",="12",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="26",="99",="869671072647322",="89551080357045298158",="Vivo",="FAIL",="2",="16",="0.70",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="0005168000149F81",="-",="",
="2024-08-20",="11:44:04",="11:50:13",="hi-mix",="RI-0352",="PASS",="PASS",="25108360",="PASS",="5108360",="PASS",="550",="PASS",="10538",="PASS",="5312",="PASS",="4370",="PASS",="3271",="PASS",="1782",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11585",="-",="0",="0",="0",="PASS",="906000",="914537672",="691318956",="-73",="11",="691318956",="914537672",="-34",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="23",="99",="869671072647322",="89551080357045298158",="Vivo",="PASS",="2",="15",="0.73",="PASS",="89550537420005750294",="Claro",="PASS",="-",="PASS",="46D9FFD56F3A3D19",="PASS",="9C007565ECA3E0DE64F1E06C63332733",="PASS",="293C1401",="PASS",="0005168000149F81",="PASS",="95845A1568F1E512FDE0133D4C034568",
="2024-08-20",="11:50:31",="11:53:22",="hi-mix",="RI-0352",="FAIL",="PASS",="25107840",="PASS",="5107840",="PASS",="386",="PASS",="10602",="PASS",="5332",="PASS",="4365",="PASS",="3281",="PASS",="1782",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11681",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="FAIL",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014D026",="-",="",
="2024-08-20",="11:53:41",="12:02:36",="hi-mix",="RI-0352",="PASS",="PASS",="25107840",="PASS",="5107840",="PASS",="376",="PASS",="10538",="PASS",="5322",="PASS",="4350",="PASS",="3266",="PASS",="1777",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11723",="-",="0",="0",="0",="PASS",="906000",="1688378291",="1171428286",="-72",="8",="1171428286",="1688378291",="-35",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="27",="99",="869671072647009",="89551080357045298158",="Vivo",="PASS",="2",="15",="0.65",="PASS",="89550537420005750583",="Claro",="PASS",="-",="PASS",="A0758C3975D42698",="PASS",="47185E7381D7559EB2EB14BF1165F6A3",="PASS",="2148476C",="PASS",="000516800014D026",="PASS",="27ADF50E25434A0E59C38F64186C2A5D",
="2024-08-20",="12:02:58",="12:10:27",="hi-mix",="RI-0352",="PASS",="PASS",="25108221",="PASS",="5108221",="PASS",="406",="PASS",="10570",="PASS",="5332",="PASS",="4321",="PASS",="3276",="PASS",="1772",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11571",="-",="0",="0",="0",="PASS",="906000",="91169167",="118287984",="-72",="11",="118287984",="91169167",="-37",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="27",="99",="869671072649187",="89551080357045298158",="Vivo",="PASS",="2",="14",="0.69",="PASS",="89550537420005750575",="Claro",="PASS",="-",="PASS",="0869596C45F3585D",="PASS",="D9CC254D2AAF799F12AC6F16C17F267C",="PASS",="27B44B08",="PASS",="0005168000149F8A",="PASS",="8740204B105761373C25C239E6420900",
="2024-08-20",="12:10:49",="12:22:30",="hi-mix",="RI-0352",="PASS",="PASS",="25108251",="PASS",="5108251",="PASS",="478",="PASS",="10538",="PASS",="5361",="PASS",="4355",="PASS",="3281",="PASS",="1782",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11585",="-",="0",="0",="0",="PASS",="906000",="259369581",="807874744",="-73",="10",="807874744",="259369581",="-34",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="27",="99",="865413056316051",="89551080357045298158",="Vivo",="PASS",="2",="13",="0.68",="PASS",="89550537420005750567",="Claro",="PASS",="-",="PASS",="76FBA6365BCA943E",="PASS",="7A3DB41C77DAAD39B60C929B789B6E49",="PASS",="FD91C71E",="PASS",="000516800014D432",="PASS",="A88586660131D07021BBD71DF577F5C5",
="2024-08-20",="12:22:53",="12:35:00",="hi-mix",="RI-0352",="PASS",="PASS",="25108315",="PASS",="5108315",="PASS",="386",="PASS",="10570",="PASS",="5361",="PASS",="4335",="PASS",="3261",="PASS",="1791",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11612",="-",="0",="0",="0",="PASS",="906000",="479743739",="1866628867",="-72",="11",="1866628867",="479743739",="-37",="12",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="28",="99",="869671072649617",="89551080357045298158",="Vivo",="PASS",="2",="20",="0.57",="PASS",="89550537420005750518",="Claro",="PASS",="-",="PASS",="9595E30A5ED63E19",="PASS",="3A5A61C99E05A2FBB5C4C0322338CAEC",="PASS",="D2EC1D9A",="PASS",="0005168000149F2E",="PASS",="F3C35E5F55291FD4127BEB727C77633D",
="2024-08-20",="12:35:34",="12:43:44",="hi-mix",="RI-0352",="PASS",="PASS",="25108363",="PASS",="5108363",="PASS",="728",="PASS",="10570",="PASS",="5361",="PASS",="4350",="PASS",="3300",="PASS",="1796",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11543",="-",="0",="0",="0",="PASS",="906000",="1480138708",="370801989",="-71",="11",="370801989",="1480138708",="-32",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="27",="99",="869671072644972",="89551080357045298158",="Vivo",="PASS",="2",="19",="0.60",="PASS",="89550537420005750526",="Claro",="PASS",="-",="PASS",="8872B5A83AA9FAFC",="PASS",="BD0904F096F7B5113F783AC3CD48638A",="PASS",="039059B5",="PASS",="0005168000149DC5",="PASS",="6CBC5A1F3740B4A498D0E8AEA05E108D",
="2024-08-20",="12:44:28",="12:54:04",="hi-mix",="RI-0352",="PASS",="PASS",="25108245",="PASS",="5108245",="PASS",="774",="PASS",="10538",="PASS",="5332",="PASS",="4375",="PASS",="3300",="PASS",="1791",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11598",="-",="0",="0",="0",="PASS",="906000",="201928834",="502944229",="-74",="11",="502944229",="201928834",="-35",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="29",="99",="865413056315335",="89551080357045298158",="Vivo",="PASS",="2",="13",="0.72",="PASS",="89550537420005750534",="Claro",="PASS",="-",="PASS",="CB5B580CDAF06E69",="PASS",="2AF9AD9722444583D4EE07B99ACDEE8E",="PASS",="0323E525",="PASS",="000516800014D435",="PASS",="680CE34C7726101B5D2CD66CB5948FDE",
="2024-08-20",="13:05:18",="13:22:03",="hi-mix",="RI-0352",="PASS",="PASS",="25108322",="PASS",="5108322",="PASS",="812",="PASS",="10505",="PASS",="5302",="PASS",="4331",="PASS",="3281",="PASS",="1787",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11488",="-",="0",="0",="0",="PASS",="906000",="1594694660",="140329419",="-73",="6",="140329419",="1594694660",="-42",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="28",="99",="869671072649542",="89551080357045298158",="Vivo",="PASS",="2",="14",="0.65",="PASS",="89550537420005750542",="Claro",="PASS",="-",="PASS",="A7E5725C651462DF",="PASS",="59536C206B2AB33C2CE09DAD327CC6BF",="PASS",="D7012358",="PASS",="0005168000149E20",="PASS",="9479D620001915A3965E65062735ED27",
="2024-08-23",="17:11:57",="17:13:22",="hi-mix",="RI-0352",="FAIL",="PASS",="25108562",="PASS",="5108562",="PASS",="780",="PASS",="10538",="PASS",="5380",="PASS",="4375",="PASS",="3271",="PASS",="1806",="PASS",="PASS",="v0.5.23",="FAIL",="1100",="00000",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014D027",="-",="",
="2024-08-23",="17:18:36",="17:19:53",="hi-mix",="RI-0352",="FAIL",="PASS",="25108562",="PASS",="5108562",="PASS",="384",="PASS",="10570",="PASS",="5361",="PASS",="4375",="PASS",="3261",="PASS",="1791",="PASS",="PASS",="v0.5.23",="FAIL",="1100",="00000",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014D027",="-",="",
="2024-08-23",="17:21:16",="17:22:19",="hi-mix",="RI-0352",="FAIL",="PASS",="25108562",="PASS",="5108562",="PASS",="374",="PASS",="10570",="PASS",="5361",="PASS",="4355",="PASS",="3261",="PASS",="1787",="PASS",="PASS",="v0.5.23",="FAIL",="1100",="00000",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014D027",="-",="",
="2024-08-23",="17:23:34",="17:24:30",="hi-mix",="RI-0352",="FAIL",="PASS",="25108668",="PASS",="5108668",="PASS",="702",="PASS",="10505",="PASS",="5390",="PASS",="4365",="PASS",="3286",="PASS",="1782",="PASS",="PASS",="v0.5.23",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="FAIL",="",="FAIL",="",="FAIL",="",="PASS",="FFFFFFFFFFFFFFFF",="FAIL",="",
="2024-08-23",="17:30:15",="17:36:49",="hi-mix",="RI-0352",="PASS",="PASS",="25106692",="PASS",="5106692",="PASS",="774",="PASS",="10441",="PASS",="5332",="PASS",="4355",="PASS",="3286",="PASS",="1796",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11502",="-",="0",="0",="0",="PASS",="906000",="1441181695",="1323926251",="-75",="11",="1323926251",="1441181695",="-36",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="26",="99",="869671072647496",="89551080357045298158",="Vivo",="PASS",="2",="15",="0.60",="PASS",="89550534420011926923",="Claro",="PASS",="-",="PASS",="4EAA09FB266AC459",="PASS",="C70F0A8FE8292928B148BA6165176E4A",="PASS",="FC308E57",="PASS",="000516800014B1AE",="PASS",="950E4D9B68CE30F9C75DE30B92950394",
="2024-08-23",="17:44:35",="17:52:20",="hi-mix",="RI-0352",="PASS",="PASS",="25106813",="PASS",="5106813",="PASS",="390",="PASS",="10570",="PASS",="5322",="PASS",="4350",="PASS",="3276",="PASS",="1787",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11460",="-",="0",="0",="0",="PASS",="906000",="1973153396",="1282236646",="-70",="11",="1282236646",="1973153396",="-35",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="25",="99",="869671072646688",="89551080357045298158",="Vivo",="PASS",="2",="14",="0.66",="PASS",="89550531400038848998",="Claro",="PASS",="-",="PASS",="84773BDACD2ABF67",="PASS",="4961F7D5896748CCFCE58F03BEA323C8",="PASS",="A7CDBD24",="PASS",="000516800014B15A",="PASS",="49EF674160F161BBAC3A59F4F20BDE13",
="2024-08-23",="17:53:01",="17:58:21",="hi-mix",="RI-0352",="FAIL",="PASS",="25106557",="PASS",="5106557",="PASS",="724",="PASS",="10538",="PASS",="5312",="PASS",="4360",="PASS",="3271",="PASS",="1772",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11543",="-",="0",="0",="0",="PASS",="906000",="723808852",="243427400",="-71",="11",="243427400",="723808852",="-35",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="27",="99",="869671072638370",="89551080357045298158",="Vivo",="FAIL",="1",="15",="0.64",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014B187",="-",="",
="2024-08-23",="17:58:50",="18:06:26",="hi-mix",="RI-0352",="FAIL",="PASS",="25106557",="PASS",="5106557",="PASS",="688",="PASS",="10570",="PASS",="5312",="PASS",="4365",="PASS",="3281",="PASS",="1782",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11529",="-",="0",="0",="0",="PASS",="906000",="674422068",="1695247360",="-71",="11",="1695247360",="674422068",="-36",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="28",="99",="869671072638370",="89551080357045298158",="Vivo",="PASS",="2",="15",="0.66",="PASS",="89550534420011925776",="Claro",="FAIL",="-",="-",="",="-",="",="-",="",="PASS",="000516800014B187",="-",="",
="2024-08-23",="18:07:30",="18:17:17",="hi-mix",="RI-0352",="PASS",="PASS",="25106564",="PASS",="5106564",="PASS",="386",="PASS",="10570",="PASS",="5351",="PASS",="4365",="PASS",="3271",="PASS",="1791",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11502",="-",="0",="0",="0",="PASS",="906000",="582920678",="203121610",="-74",="11",="203121610",="582920678",="-35",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="27",="99",="869671072641234",="89551080357045298158",="Vivo",="PASS",="2",="16",="0.66",="PASS",="89550534420011927046",="Claro",="PASS",="-",="PASS",="4970306470E2E875",="PASS",="493C830C51AC278062C75BA694BA5D13",="PASS",="60EB7A80",="PASS",="0005168000148CA9",="PASS",="24F4528A0C71F05C8DF5C141B6A4ACBB",
="2024-08-23",="18:17:41",="18:25:27",="hi-mix",="RI-0352",="PASS",="PASS",="25106557",="PASS",="5106557",="PASS",="728",="PASS",="10570",="PASS",="5312",="PASS",="4355",="PASS",="3266",="PASS",="1777",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11515",="-",="0",="0",="0",="PASS",="906000",="321519831",="1458182667",="-70",="11",="1458182667",="321519831",="-35",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="28",="99",="869671072638370",="89551080357045298158",="Vivo",="PASS",="2",="14",="0.69",="PASS",="89550534420011925776",="Claro",="PASS",="-",="PASS",="4C0A8078065B7AE2",="PASS",="00343171971B5B136DF3FF4833B659C9",="PASS",="D0AB949E",="PASS",="000516800014B187",="PASS",="6B0BFCA95AD514D99CB79EDC41F21BFB",
="2024-08-23",="18:25:57",="18:33:27",="hi-mix",="RI-0352",="PASS",="PASS",="25106703",="PASS",="5106703",="PASS",="638",="PASS",="10602",="PASS",="5380",="PASS",="4370",="PASS",="3320",="PASS",="1806",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11585",="-",="0",="0",="0",="PASS",="906000",="1685734957",="1365811137",="-73",="12",="1365811137",="1685734957",="-35",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="26",="99",="869671072651985",="89551080357045298158",="Vivo",="PASS",="2",="15",="0.68",="PASS",="89550531400038850184",="Claro",="PASS",="-",="PASS",="309C82DB6D1B8713",="PASS",="EA766AEF4D326B8B6D4E5EF4EB2AC5F2",="PASS",="05436A99",="PASS",="000516800014B173",="PASS",="B8214CEC49AE3EB9D2A1A3AE01999AAF",
="2024-08-23",="18:44:27",="18:51:29",="hi-mix",="RI-0352",="PASS",="PASS",="25106795",="PASS",="5106795",="PASS",="728",="PASS",="10538",="PASS",="5361",="PASS",="4340",="PASS",="3271",="PASS",="1777",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11557",="-",="0",="0",="0",="PASS",="906000",="1113271704",="1955089788",="-74",="12",="1955089788",="1113271704",="-39",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="27",="99",="869671072637471",="89551080357045298158",="Vivo",="PASS",="1",="14",="0.75",="PASS",="89550531400038851117",="Claro",="PASS",="-",="PASS",="A6109869DC67EA7E",="PASS",="CD2E09942A1C4321FDD6EDC254BFA206",="PASS",="816BB66B",="PASS",="000516800014B139",="PASS",="292C640EA47CD6F6133489D769F8592C",
="2024-08-23",="18:51:38",="18:59:17",="hi-mix",="RI-0352",="PASS",="PASS",="25106689",="PASS",="5106689",="PASS",="708",="PASS",="10538",="PASS",="5351",="PASS",="4399",="PASS",="3295",="PASS",="1772",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11598",="-",="0",="0",="0",="PASS",="906000",="1642030722",="1788188945",="-72",="11",="1788188945",="1642030722",="-39",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="26",="99",="869671072644634",="89551080357045298158",="Vivo",="PASS",="2",="12",="0.72",="PASS",="89550531400038851109",="Claro",="PASS",="-",="PASS",="F97DA814AD70D3B7",="PASS",="B587A769074AAFB08E15101D8203D70B",="PASS",="A5550F78",="PASS",="000516800014B113",="PASS",="06DFFCAE21DBE33E0BDC939E24C94F37",
="2024-08-23",="18:59:34",="19:07:09",="hi-mix",="RI-0352",="PASS",="PASS",="25106715",="PASS",="5106715",="PASS",="386",="PASS",="10538",="PASS",="5341",="PASS",="4365",="PASS",="3281",="PASS",="1787",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11598",="-",="0",="0",="0",="PASS",="906000",="982257037",="1420506063",="-73",="12",="1420506063",="982257037",="-37",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="25",="99",="869671072639949",="89551080357045298158",="Vivo",="PASS",="2",="13",="0.71",="PASS",="89550531400038851091",="Claro",="PASS",="-",="PASS",="D0A949BAEC67A4F4",="PASS",="F067E528EE84C722FF50134423F79DB0",="PASS",="CEAAEF20",="PASS",="000516800014929E",="PASS",="0B175604EAA59545BC599558EAEC998F",
="2024-08-23",="19:07:21",="19:14:11",="hi-mix",="RI-0352",="FAIL",="PASS",="25106600",="PASS",="5106600",="PASS",="400",="PASS",="10538",="PASS",="5332",="PASS",="4355",="PASS",="3271",="PASS",="1787",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11585",="-",="0",="0",="0",="PASS",="906000",="856989189",="1317890698",="-73",="11",="1317890698",="856989189",="-37",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="28",="99",="869671072647454",="89551080357045298158",="Vivo",="FAIL",="2",="16",="0.68",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014B1B0",="-",="",
="2024-08-23",="19:26:06",="19:35:29",="hi-mix",="RI-0352",="PASS",="PASS",="25106600",="PASS",="5106600",="PASS",="702",="PASS",="10602",="PASS",="5332",="PASS",="4345",="PASS",="3271",="PASS",="1782",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11585",="-",="0",="0",="0",="PASS",="906000",="1865131615",="260183583",="-72",="11",="260183583",="1865131615",="-36",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="26",="99",="869671072647454",="89551080357045298158",="Vivo",="PASS",="2",="13",="0.80",="PASS",="89550531400038851083",="Claro",="PASS",="-",="PASS",="7E4426419658BFE4",="PASS",="6A990F2373E2D1FCFB67AA06A7F3174F",="PASS",="5A144720",="PASS",="000516800014B1B0",="PASS",="DF5400420463F951DEDF3B0FBE115DC8",
="2024-08-23",="19:40:08",="19:49:42",="hi-mix",="RI-0352",="PASS",="PASS",="25106720",="PASS",="5106720",="PASS",="390",="PASS",="10570",="PASS",="5312",="PASS",="4335",="PASS",="3256",="PASS",="1787",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11681",="-",="0",="0",="0",="PASS",="906000",="1488959703",="256265290",="-79",="10",="256265290",="1488959703",="-36",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="28",="99",="869671072647439",="89551080357045298158",="Vivo",="PASS",="2",="14",="0.72",="PASS",="89550534420011921114",="Claro",="PASS",="-",="PASS",="0C7BD80B67E30F11",="PASS",="F447B6D3AB160619333DD1F40AC1CEE0",="PASS",="84DAC506",="PASS",="000516800014929F",="PASS",="3DD99B699A1F6F0EFEED61C504A0F212",
="2024-08-23",="19:49:55",="20:00:14",="hi-mix",="RI-0352",="PASS",="PASS",="25106721",="PASS",="5106721",="PASS",="702",="PASS",="10505",="PASS",="5332",="PASS",="4379",="PASS",="3286",="PASS",="1782",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11488",="-",="0",="0",="0",="PASS",="906000",="1955899912",="657353718",="-69",="11",="657353718",="1955899912",="-34",="12",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="28",="99",="869671072641689",="89551080357045298158",="Vivo",="PASS",="2",="16",="0.64",="PASS",="89550534420011921700",="Claro",="PASS",="-",="PASS",="6C2F608E3F33E6C1",="PASS",="05C326AD8EBC0BD14FAD64027CBE7BA1",="PASS",="DA0954CB",="PASS",="000516800014B182",="PASS",="524F32DF722302B43B309B06D664950E",
="2024-08-23",="20:00:31",="20:09:00",="hi-mix",="RI-0352",="PASS",="PASS",="25106602",="PASS",="5106602",="PASS",="430",="PASS",="10570",="PASS",="5322",="PASS",="4335",="PASS",="3271",="PASS",="1777",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11612",="-",="0",="0",="0",="PASS",="906000",="672296985",="378226450",="-70",="11",="378226450",="672296985",="-36",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="27",="99",="869671072640129",="89551080357045298158",="Vivo",="PASS",="2",="15",="0.67",="PASS",="89550531400038848246",="Claro",="PASS",="-",="PASS",="6BE256CC22E99BDB",="PASS",="3F76E9AE005B482722C0D931FD6FB321",="PASS",="62363938",="PASS",="000516800014B560",="PASS",="B746B7D7C73A24ACD01A690540F47010",
