sep=,
="DATE",="START_TIME",="END_TIME",="USER_NAME",="DEVICE_MODEL",="ALL_ENABLED_TESTS_STATUS",="SERIAL_NUMBER_STATUS",="SERIAL_NUMBER_VALUE",="LoRa_ID_STATUS",="LoRa_ID_VALUE",="POWER_TEST",="POWER_VALUE (mW)",="V1_TEST",="V1_VALUE (mV)",="V2_TEST",="V2_VALUE (mV)",="V3_TEST",="V3_VALUE (mV)",="V4_TEST",="V4_VALUE (mV)",="V5_TEST",="V5_VALUE (mV)",="UART_TEST",="FIRMWARE_VERSION_TEST",="FIRMWARE_VERSION_VALUE",="GPIO_TEST",="GPIO_JIGA_STATE_1",="GPIO_DUT_STATE_1",="GPIO_JIGA_STATE_2",="GPIO_DUT_STATE_2",="ADC_TEST",="ADC_VALUE (mV)",="G-SENSOR_TEST",="G-SENSOR_X_AXIS",="G-SENSOR_Y_AXIS",="G-SENSOR_Z_AXIS",="LoRa_TEST",="LoRa_channel",="LoRa_DUT_RX_DATA",="LoRa_DUT_TX_DATA",="LoRa_DUT_RSSI",="LoRa_DUT_SNR",="LoRa_JIGA_RX_DATA",="LoRa_JIGA_TX_DATA",="LoRa_JIGA_RSSI",="LoRa_JIGA_SNR",="CAN_TEST",="CAN_BIT_RATE",="CAN_DUT_RX_DATA",="CAN_DUT_TX_DATA",="CAN_JIGA_RX_DATA",="CAN_JIGA_TX_DATA",="1-WIRE_TEST",="1-WIRE_VALUE",="GSM_TEST",="GSM_CSQ_RSSI",="GSM_CSQ_BER",="GSM_IMEI",="GSM_ICCID",="GSM_NETWORK_PROVIDER",="GPS_TEST",="GPS_QUALITY_INDICATOR",="GPS_SATELLITES_USED",="GPS_HDOP",="SIM_CARD_TEST",="SIM_CARD_ICCID",="SIM_CARD_NETWORK_PROVIDER",="SETUP_DOWNLOAD",="SETUP_HASH",="LoRa_APP_EUI_STATUS",="LoRa_APP_EUI_VALUE",="LoRa_APP_SESSION_KEY_STATUS",="LORA_APP_SESSION_KEY_VALUE",="LoRa_DEV_ADDRESS_STATUS",="LoRa_DEV_ADDRESS_VALUE",="LoRa_DEV_EUI_STATUS",="LoRa_DEV_EUI_VALUE",="LoRa_NTWK_SESSION_KEY_STATUS",="LoRa_NTWK_SESSION_KEY_VALUE",
="2024-07-03",="19:03:38",="19:05:20",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="19:08:30",="19:10:13",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="19:13:59",="19:15:40",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="19:17:39",="19:26:32",="hi-mix",="RI-0352",="PASS",="PASS",="25102829",="PASS",="5102829",="PASS",="718",="PASS",="10308",="PASS",="5392",="PASS",="4335",="PASS",="3286",="PASS",="1791",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11585",="-",="0",="0",="0",="PASS",="906000",="452029740",="1146199222",="-40",="10",="1146199222",="452029740",="-52",="9",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="11",="99",="865413056346256",="89551080157094740260",="Vivo",="PASS",="2",="12",="1.00",="PASS",="89550534400026533021",="Claro",="PASS",="-",="PASS",="039C6694705FDCCB",="PASS",="441465FDAC12EE16892920ADD1277BB8",="PASS",="6C6ECF8C",="PASS",="00051680001499C5",="PASS",="15FC1AD764F5B36D7F8A9438DEBE9BF3",
="2024-07-03",="19:27:18",="19:29:33",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="19:31:15",="19:43:05",="hi-mix",="RI-0352",="PASS",="PASS",="25102754",="PASS",="5102754",="PASS",="2160",="PASS",="9989",="PASS",="5373",="PASS",="4345",="PASS",="3251",="PASS",="1777",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11723",="-",="0",="0",="0",="PASS",="906000",="2139029282",="1277302369",="-41",="11",="1277302369",="2139029282",="-50",="9",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="12",="99",="865413056353088",="89551080157072791251",="Vivo",="PASS",="2",="13",="0.77",="PASS",="89550534400026532668",="Claro",="PASS",="-",="PASS",="39D3ECACD95BEDB6",="PASS",="40DA75D62B9299721C023AB6DBF4A6DD",="PASS",="57167215",="PASS",="0005168000148D41",="PASS",="594340D448F398DCFE6E8B529A5049CB",
="2024-07-03",="19:43:36",="19:45:47",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="19:46:19",="19:48:12",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="20:04:12",="20:12:04",="hi-mix",="RI-0352",="PASS",="PASS",="25102778",="PASS",="5102778",="PASS",="770",="PASS",="10276",="PASS",="5353",="PASS",="4331",="PASS",="3256",="PASS",="1777",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11571",="-",="0",="0",="0",="PASS",="906000",="1015747135",="745837409",="-40",="11",="745837409",="1015747135",="-46",="9",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="12",="99",="865413056352635",="89551080157072791251",="Vivo",="PASS",="1",="11",="0.76",="PASS",="89550534400026538095",="Claro",="PASS",="-",="PASS",="CF679235C4F56F91",="PASS",="9A24E0D822ECE5811940E80736E3E264",="PASS",="69034691",="PASS",="0005168000148D43",="PASS",="5042E2A1830865BF897549BA914B3AB9",
="2024-07-03",="20:12:37",="20:21:38",="hi-mix",="RI-0352",="PASS",="PASS",="25102785",="PASS",="5102785",="PASS",="534",="PASS",="10308",="PASS",="5373",="PASS",="4345",="PASS",="3251",="PASS",="1777",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11515",="-",="0",="0",="0",="PASS",="906000",="1742813226",="1066261770",="-41",="11",="1066261770",="1742813226",="-48",="9",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="12",="99",="865413056352486",="89551080157072791251",="Vivo",="PASS",="1",="12",="0.70",="PASS",="89550534400026538871",="Claro",="PASS",="-",="PASS",="2558E36884DDC13F",="PASS",="EC027116F6A0C65D7808DB023EC4651B",="PASS",="2EBDB193",="PASS",="0005168000149992",="PASS",="C4892D8C6CFE06075A786B56C7D64BC1",
="2024-07-03",="20:21:59",="20:24:09",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="20:25:38",="20:27:48",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="20:29:05",="20:31:29",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="20:34:05",="20:36:24",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="20:40:08",="20:48:39",="hi-mix",="RI-0352",="PASS",="PASS",="25102913",="PASS",="5102913",="PASS",="636",="PASS",="10212",="PASS",="5363",="PASS",="4321",="PASS",="3261",="PASS",="1772",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11585",="-",="0",="0",="0",="PASS",="906000",="253068543",="2007279729",="-40",="10",="2007279729",="253068543",="-47",="10",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="11",="99",="865413056346017",="89551080157094740260",="Vivo",="PASS",="2",="12",="0.75",="PASS",="89550534400026532775",="Claro",="PASS",="-",="PASS",="68D9B0D523BBC1F7",="PASS",="EA3D4A9AB00EE9EDC1D390B7082AFF58",="PASS",="2D65AE28",="PASS",="0005168000148E33",="PASS",="23A0512AA25A3A312A5469A07688F2F6",
="2024-07-03",="20:53:38",="21:06:37",="hi-mix",="RI-0352",="PASS",="PASS",="25102758",="PASS",="5102758",="PASS",="950",="PASS",="10276",="PASS",="5363",="PASS",="4335",="PASS",="3266",="PASS",="1782",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11709",="-",="0",="0",="0",="PASS",="906000",="128310080",="739372783",="-42",="11",="739372783",="128310080",="-49",="9",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="14",="99",="865413056350431",="89551080157094740260",="Vivo",="PASS",="2",="13",="0.74",="PASS",="89550534400026538756",="Claro",="PASS",="-",="PASS",="2FCE6E2CDD2DE5F5",="PASS",="FE4ED1671C7D7CA28A3882B8C5876A0A",="PASS",="6A818932",="PASS",="00051680001499D0",="PASS",="1E5314F4037AB36FF2D2DAA1E829460A",
="2024-07-03",="21:07:01",="21:09:15",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="21:10:51",="21:23:19",="hi-mix",="RI-0352",="PASS",="PASS",="25102774",="PASS",="5102774",="PASS",="534",="PASS",="10276",="PASS",="5402",="PASS",="4360",="PASS",="3276",="PASS",="1796",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11585",="-",="0",="0",="0",="PASS",="906000",="1055911669",="921638106",="-43",="11",="921638106",="1055911669",="-46",="10",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="12",="99",="865413056352684",="89551080157094740260",="Vivo",="PASS",="2",="16",="0.61",="PASS",="89550534400026532890",="Claro",="PASS",="-",="PASS",="96B73871781A37CC",="PASS",="F8687EAA3FF3EB776DAD4BEC89950B8A",="PASS",="C1C67B53",="PASS",="0005168000149981",="PASS",="21138D03CF20EE233A2CEBADDC4A32EC",
="2024-07-03",="21:23:35",="21:25:24",="hi-mix",="RI-0352",="FAIL",="PASS",="25102981",="PASS",="5102981",="PASS",="440",="PASS",="10308",="PASS",="5383",="PASS",="4370",="PASS",="3295",="PASS",="1777",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="FAIL",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="0005168000148E37",="-",="",
="2024-07-03",="21:26:03",="21:37:45",="hi-mix",="RI-0352",="PASS",="PASS",="25102807",="PASS",="5102807",="PASS",="668",="PASS",="10308",="PASS",="5402",="PASS",="4365",="PASS",="3286",="PASS",="1796",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11598",="-",="0",="0",="0",="PASS",="906000",="120857648",="1523397419",="-44",="11",="1523397419",="120857648",="-46",="10",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="14",="99",="865413056322638",="89551080157094740260",="Vivo",="PASS",="2",="14",="0.67",="PASS",="89550534400026532965",="Claro",="PASS",="-",="PASS",="9FD04C49235FEFC8",="PASS",="EAB8C8E376BACDC3ADF00878E9550988",="PASS",="78D25FF0",="PASS",="0005168000147E35",="PASS",="AA336CD5B1F6FEB88CFD8EC2AF5C998E",
="2024-07-03",="21:38:21",="21:40:35",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="21:41:15",="21:42:53",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="21:43:57",="21:46:12",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="22:18:31",="22:31:28",="hi-mix",="RI-0352",="PASS",="PASS",="25102975",="PASS",="5102975",="PASS",="656",="PASS",="10212",="PASS",="5363",="PASS",="4355",="PASS",="3261",="PASS",="1787",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11585",="-",="0",="0",="0",="PASS",="906000",="1872782807",="886868597",="-43",="12",="886868597",="1872782807",="-47",="10",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="27",="99",="865413056347080",="89551080157094740260",="Vivo",="PASS",="2",="11",="0.80",="PASS",="89550534400026533427",="Claro",="PASS",="-",="PASS",="6597FC5FC92FB923",="PASS",="6E0DFA1A04E64723CF07E528750085C4",="PASS",="981ECC09",="PASS",="0005168000148E48",="PASS",="1FBEB6714EDC6CBA3B14204D1FA6AD2B",
="2024-07-03",="22:31:37",="22:39:11",="hi-mix",="RI-0352",="PASS",="PASS",="25102996",="PASS",="5102996",="PASS",="458",="PASS",="10340",="PASS",="5363",="PASS",="4384",="PASS",="3281",="PASS",="1796",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11419",="-",="0",="0",="0",="PASS",="906000",="296565947",="976468335",="-38",="11",="976468335",="296565947",="-46",="10",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="27",="99",="865413056346868",="89551080157094740260",="Vivo",="PASS",="2",="11",="0.81",="PASS",="89550534400026532023",="Claro",="PASS",="-",="PASS",="2AB235EA288F8927",="PASS",="D982ABB073F3D6A2B42D7FDD59771570",="PASS",="5BBBC8AF",="PASS",="0005168000148E47",="PASS",="A72A9D4FDC6617151B600A1D0096AD34",
="2024-07-03",="22:39:29",="22:47:02",="hi-mix",="RI-0352",="PASS",="PASS",="25103017",="PASS",="5103017",="PASS",="648",="PASS",="10084",="PASS",="5412",="PASS",="4370",="PASS",="3300",="PASS",="1806",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11502",="-",="0",="0",="0",="PASS",="906000",="1198824217",="365795171",="-37",="12",="365795171",="1198824217",="-43",="9",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="27",="99",="865413056352015",="89551080157094740260",="Vivo",="PASS",="2",="12",="0.77",="PASS",="89550534400026533336",="Claro",="PASS",="-",="PASS",="563E4688598D5BBF",="PASS",="DD41E2914C9396D7A263F91F75DCF92B",="PASS",="1B77A29E",="PASS",="0005168000148D6B",="PASS",="99897F20F3377D26C408E9C65E8C9AD1",
="2024-07-03",="22:47:50",="22:56:24",="hi-mix",="RI-0352",="PASS",="PASS",="25103009",="PASS",="5103009",="PASS",="452",="PASS",="10308",="PASS",="5373",="PASS",="4399",="PASS",="3266",="PASS",="1787",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11723",="-",="0",="0",="0",="PASS",="906000",="558540915",="1196730328",="-36",="11",="1196730328",="558540915",="-44",="9",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="27",="99",="865413056350589",="89551080157094740260",="Vivo",="PASS",="1",="12",="0.81",="PASS",="89550534400026532619",="Claro",="PASS",="-",="PASS",="78CC279357721518",="PASS",="A83ED0FBCB4769172DC2CAD7D57B98D3",="PASS",="0B12D2B1",="PASS",="0005168000148D73",="PASS",="7E97E051E3C364199BFD0C3DE2B586B7",
="2024-07-03",="22:56:42",="23:05:20",="hi-mix",="RI-0352",="PASS",="PASS",="25102788",="PASS",="5102788",="PASS",="692",="PASS",="10276",="PASS",="5373",="PASS",="4360",="PASS",="3286",="PASS",="1791",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11640",="-",="0",="0",="0",="PASS",="906000",="1707017127",="221757752",="-36",="11",="221757752",="1707017127",="-46",="10",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="28",="99",="865413056346074",="89551080157094740260",="Vivo",="PASS",="2",="12",="0.82",="PASS",="89550534400026538509",="Claro",="PASS",="-",="PASS",="6CF9701FBD11FF80",="PASS",="D5A832D8EDD9C49411844034C0534508",="PASS",="9CF72030",="PASS",="0005168000148D68",="PASS",="87878B33766F5FE79DC7488F6C270F00",
="2024-07-03",="23:17:51",="23:28:59",="hi-mix",="RI-0352",="PASS",="PASS",="25102746",="PASS",="5102746",="PASS",="328",="PASS",="10340",="PASS",="5422",="PASS",="4355",="PASS",="3271",="PASS",="1791",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11543",="-",="0",="0",="0",="PASS",="906000",="1808633472",="1308751113",="-39",="11",="1308751113",="1808633472",="-42",="9",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="26",="99",="865413056343519",="89551080157094740260",="Vivo",="PASS",="2",="13",="0.70",="PASS",="89550534400026538442",="Claro",="PASS",="-",="PASS",="F963799E859AB12F",="PASS",="071BC083A6252CE48D194C4C41739475",="PASS",="432BD7B9",="PASS",="0005168000148E40",="PASS",="35A1B58A0BC3BD9F3D85698E27114385",
="2024-07-03",="23:29:36",="23:36:54",="hi-mix",="RI-0352",="PASS",="PASS",="25102777",="PASS",="5102777",="PASS",="698",="PASS",="10276",="PASS",="5353",="PASS",="4384",="PASS",="3261",="PASS",="1787",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11681",="-",="0",="0",="0",="PASS",="906000",="1346288556",="1838781921",="-37",="11",="1838781921",="1346288556",="-44",="10",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="26",="99",="865413056347213",="89551080157094740260",="Vivo",="PASS",="2",="13",="0.74",="PASS",="89550534400026538475",="Claro",="PASS",="-",="PASS",="12F09B5F77AED279",="PASS",="F27E9F27ECF2FE16324A7070A7E5D7BB",="PASS",="4AD56766",="PASS",="00051680001499C1",="PASS",="808B073A5AA59EACCE0C5BDA615B0803",
="2024-07-03",="23:37:20",="23:47:06",="hi-mix",="RI-0352",="PASS",="PASS",="25102820",="PASS",="5102820",="PASS",="324",="PASS",="10340",="PASS",="5333",="PASS",="4355",="PASS",="3261",="PASS",="1772",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11585",="-",="0",="0",="0",="PASS",="906000",="311346096",="473622801",="-38",="12",="473622801",="311346096",="-44",="10",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="27",="99",="865413056343212",="89551080157094740260",="Vivo",="PASS",="2",="13",="0.72",="PASS",="89550534400026538491",="Claro",="PASS",="-",="PASS",="416F2F16426B7509",="PASS",="DA25DC0347852C8368B327E4293746DB",="PASS",="5A49BE97",="PASS",="0005168000148D7D",="PASS",="B9324AB042A475AFB53AD7E623079CED",
="2024-07-03",="23:47:56",="23:57:48",="hi-mix",="RI-0352",="PASS",="PASS",="25103025",="PASS",="5103025",="PASS",="328",="PASS",="10308",="PASS",="5373",="PASS",="4350",="PASS",="3281",="PASS",="1796",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11419",="-",="0",="0",="0",="PASS",="906000",="447857273",="2138110867",="-41",="10",="2138110867",="447857273",="-47",="9",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="27",="99",="865413056350985",="89551080157094740260",="Vivo",="PASS",="2",="13",="0.74",="PASS",="89550534400026538616",="Claro",="PASS",="-",="PASS",="07F91BC1392BB2D1",="PASS",="1E8BE123F40D42372A6E672643982098",="PASS",="22E63A90",="PASS",="0005168000148D85",="PASS",="7C843B93BA1C4F12D08BDBBA759EC2A5",
="2024-07-03",="23:58:08",="00:06:16",="hi-mix",="RI-0352",="PASS",="PASS",="25102765",="PASS",="5102765",="PASS",="334",="PASS",="10340",="PASS",="5363",="PASS",="4340",="PASS",="3271",="PASS",="1787",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11612",="-",="0",="0",="0",="PASS",="906000",="1965954669",="317832016",="-36",="11",="317832016",="1965954669",="-42",="9",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="27",="99",="865413056351678",="89551080157094740260",="Vivo",="PASS",="2",="11",="0.79",="PASS",="89550534400026538632",="Claro",="PASS",="-",="PASS",="E96E71720D0EFF03",="PASS",="37418E2CB89B460340405116BD623FB2",="PASS",="725913E5",="PASS",="0005168000148D69",="PASS",="3A2D83D8588C2C5E89983A9534D716C1",
="2024-07-04",="00:06:41",="00:07:42",="hi-mix",="RI-0352",="FAIL",="PASS",="25102751",="PASS",="5102751",="PASS",="340",="PASS",="10244",="PASS",="5422",="PASS",="4365",="PASS",="3305",="PASS",="1816",="PASS",="PASS",="v0.5.23",="FAIL",="1100",="01000",="0011",="00111",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="0005168000148E3F",="-",="",
="2024-07-11",="15:53:15",="16:03:45",="hi-mix",="RI-0352",="PASS",="PASS",="25102765",="PASS",="5102765",="PASS",="312",="PASS",="10308",="PASS",="5373",="PASS",="4335",="PASS",="3276",="PASS",="1791",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11571",="-",="0",="0",="0",="PASS",="906000",="1850061464",="907837334",="-37",="11",="907837334",="1850061464",="-45",="9",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="27",="99",="865413056351678",="89551080157094740260",="Vivo",="PASS",="1",="12",="0.78",="PASS",="89550534400026538632",="Claro",="PASS",="-",="PASS",="E96E71720D0EFF03",="PASS",="37418E2CB89B460340405116BD623FB2",="PASS",="725913E5",="PASS",="0005168000148D69",="PASS",="3A2D83D8588C2C5E89983A9534D716C1",
="2024-07-11",="16:04:57",="16:13:33",="hi-mix",="RI-0352",="PASS",="PASS",="25102782",="PASS",="5102782",="PASS",="330",="PASS",="10212",="PASS",="5392",="PASS",="4360",="PASS",="3261",="PASS",="1772",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11460",="-",="0",="0",="0",="PASS",="906000",="1425461012",="797094834",="-41",="10",="797094834",="1425461012",="-45",="10",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="27",="99",="865413056352064",="89551080157094740260",="Vivo",="PASS",="1",="6",="1.36",="PASS",="89550534400026538624",="Claro",="PASS",="-",="PASS",="8B138D1C213D32A8",="PASS",="0BFC7D60D30C9A676421CFC1B3561B88",="PASS",="9DABBCDB",="PASS",="0005168000148D72",="PASS",="1413B983FD884508BD4FF27AEA143F01",
="2024-07-11",="16:39:51",="16:48:13",="hi-mix",="RI-0352",="FAIL",="PASS",="25102942",="PASS",="5102942",="PASS",="560",="PASS",="10276",="PASS",="5373",="PASS",="4360",="PASS",="3261",="PASS",="1782",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11529",="-",="0",="0",="0",="TIMEOUT",="906000",="992280227",="875218069",="-46",="10",="",="992280227",="0",="0",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="0005168000147FB5",="-",="",
